release_year,artist_name,release_name,release_genres,lat,lon
1940,Ray Noble and His Orchestra,A Nightingale Sang in Berkeley Square / We Three,jazz; pop,51.5074,-0.1278
1942,Ray Noble and His Orchestra,By the Light of the Silv'Ry Moon / While My Lady Sleeps,jazz; pop,51.5074,-0.1278
1947,Frankie Laine,Kiss Me Again / By the Light of the Stars,pop,41.8801,-87.6668
1947,Frankie Laine,On the Sunny Side of the Street / Blue Turning Grey Over You,jazz; pop; swing,41.8801,-87.6668
1947,Frankie Laine,Wrap Your Troubles in Dreams / Black and Blue,pop,41.8801,-87.6668
1947,Frankie Laine,Heartaches / Confessin',jazz; pop,41.8801,-87.6668
1947,Frankie Laine,Coquette / It Ai'Nt Gonna Be Like That,pop,41.8801,-87.6668
1947,Frankie Laine,A Sunday Kind of Love / Who Cares What People Say,pop,41.8801,-87.6668
1947,Frankie Laine,Oh! Lady Be Good / You Can Depend on Me,pop,41.8801,-87.6668
1946,Frankie Laine,Ain't That Just Like a Woman / September in the Rain,pop,41.8801,-87.6668
1947,Frankie Laine,"Someday Sweetheart / Baby, Baby, All the Time",jazz; pop; big band,41.8801,-87.6668
1947,Frankie Laine,I May Be Wrong / Stay as Sweet as You Are,pop,41.8801,-87.6668
1947,Frankie Laine,Put Yourself in My Place Baby / Two Loves Have I,pop,41.8801,-87.6668
1947,Kay Starr,He’s Funny That Way / It Ain’t Gonna Be Like That / Old Rockin’ Chair,jazz; pop; big band,34.4005,-97.0516
1946,Ray Noble and His Orchestra,Full Moon and Empty Arms / Don’t Let Me Dream / I Never Thought I’d Sing the Blues,big band; swing; jazz; pop; blues,51.5074,-0.1278
1949,Ray Noble and His Orchestra,Just Reminiscing / Down by the Station,jazz; big band,51.5074,-0.1278
1949,Ray Noble and His Orchestra,Underneath the Linden Tree / The Streets of Laredo,pop,51.5074,-0.1278
1948,Ray Noble and His Orchestra,Suspicion!/ Goodnight Sweetheart,pop; ballad,51.5074,-0.1278
1947,Ray Noble and His Orchestra,My Heart Is a Hobo / You'll Know When It Happens,pop,51.5074,-0.1278
1949,Ray Noble and His Orchestra,You're Always There / Melissa,jazz; pop; big band,51.5074,-0.1278
1948,Ray Noble and His Orchestra,Serenade / What Do I Have to Do,pop,51.5074,-0.1278
1947,Ray Noble and His Orchestra,April Showers / I Wonder Who's Kissing Her Now,jazz; big band,51.5074,-0.1278
1949,Ray Noble and His Orchestra,It's a Most Unusual Day / Down by the Station,jazz; big band,51.5074,-0.1278
1948,Ray Noble and His Orchestra,Judaline / It's a Most Unusual Day,jazz; pop; big band,51.5074,-0.1278
1947,Ray Noble and His Orchestra,Linda / Love Is a Random Thing,jazz; swing,51.5074,-0.1278
1947,Ray Noble and His Orchestra,(The Treasure of) Sierra Madre / Two Loves Have I,pop,51.5074,-0.1278
1948,Ray Noble and His Orchestra,I Wish I Knew the Name (Of the Girl in My Dreams) / Serenade,jazz; pop,51.5074,-0.1278
1948,Ray Noble and His Orchestra,Saturday Night in Central Park / I Fell in Love With You,jazz; pop,51.5074,-0.1278
1948,Frankie Laine,"Put 'em in a Box, Tie 'em With a Ribbon / Baby Don't Be Mad at Me",pop,41.8801,-87.6668
1947,Buddy Clark,Peg O’ My Heart / That’s My Desire,jazz; pop,42.3588,-71.0578
1948,Frankie Laine,Moonlight in Vermont / Roses of Picardy,pop,41.8801,-87.6668
1947,Frankie Laine,Mam'selle / All of Me,easy listening; jazz,41.8801,-87.6668
1949,Frankie Laine,Baby Just for Me / Satan Wears a Satin Gown,jazz,41.8801,-87.6668
1949,Frankie Laine,I Wish You Were Jealous of Me / Don't Have to Tell Nobody,pop,41.8801,-87.6668
1948,Frankie Laine,I've Only Myself to Blame / But Beautiful,pop,41.8801,-87.6668
1948,Frankie Laine,Tara Talara Tala / Old Fashioned Love,pop,41.8801,-87.6668
1948,Frankie Laine,Tara Talara Tala / You're All I Want for Christmas,pop,41.8801,-87.6668
1948,Frankie Laine,Blue Moments / Sometimes I'm Happy,pop,41.8801,-87.6668
1948,Frankie Laine,May I Never Love Again / Baby That Ain't Right,pop,41.8801,-87.6668
1948,Frankie Laine,When You're Smiling / All of Me,pop,41.8801,-87.6668
1949,Frankie Laine,Now That I Need You / My Own-My Only-My All,pop,41.8801,-87.6668
1947,Frankie Laine,You've Changed / S'Posin,pop,41.8801,-87.6668
1949,Frankie Laine,Georgia on My Mind / You're Just the Kind,jazz; pop; big band,41.8801,-87.6668
1948,Frankie Laine,Singing the Blues / Thanks for You,pop,41.8801,-87.6668
1948,Frankie Laine,I'm Looking Over a Four Leaf Clover / Monday Again,pop,41.8801,-87.6668
1949,Frankie Laine,Rosetta / It Only Happens Once,pop,41.8801,-87.6668
1949,Frankie Laine,Sweet Talk / September in the Rain,jazz,41.8801,-87.6668
1949,Frankie Laine,Don't Do Something to Someone Else / Waiting at the End of the Road,jazz; pop,41.8801,-87.6668
1949,Frankie Laine,Nevertheless / Be Bop Spoken Here,pop,41.8801,-87.6668
1947,Hank Williams,I Don't Care (If Tomorrow Never Comes)/My Love For You (Has Turned To Hate),traditional country,33.6846,-86.8755
1947,Hank Williams,Pan American / Honky Tonkin’,country; honky tonk,33.6846,-86.8755
1947,Hank Williams,Fly Trouble/On The Banks Of The Old Ponchartrain,traditional country,33.6846,-86.8755
1947,Frankie Laine,Frankie Laine Sings,pop,41.8801,-87.6668
1940,Frank Sinatra,I Could Make You Care / The World Is in My Arms,jazz,40.7433,-74.0324
1940,Frank Sinatra,All This and Heaven Too / Where Do You Keep Your Heart?,jazz,40.7433,-74.0324
1942,Frank Sinatra,The Lamplighter’s Serenade / The Song Is You,pop,40.7433,-74.0324
1940,Frank Sinatra,April Played the Fiddle / I Haven't Time to Be a Millionaire,jazz; pop; big band,40.7433,-74.0324
1941,Frank Sinatra,Neiani / This Love of Mine,jazz; pop; big band,40.7433,-74.0324
1943,Frank Sinatra,Saturday Night / Embraceable You,pop,40.7433,-74.0324
1941,Frank Sinatra,It Isn't a Dream Any More / How Do You Do Without Me?,jazz,40.7433,-74.0324
1942,Frank Sinatra,The Night We Called It a Day / Night and Day,pop,40.7433,-74.0324
1944,Frank Sinatra,White Christmas / If You Are but a Dream,pop,40.7433,-74.0324
1943,Frank Sinatra,I Only Have Eyes for You / Kiss Me Again / There’s Gonna Be a Hot Time in the Town of Berlin,pop,40.7433,-74.0324
1944,Frank Sinatra,Saturday Night (Is the Loneliest Night of the Week) / I Dream of You (More Than You Dream I Do),pop,40.7433,-74.0324
1944,Frank Sinatra,On a Little Street in Singapore / Every Day of My Life,jazz; pop; big band,40.7433,-74.0324
1944,Frank Sinatra,Mighty Lak’ a Rose / My Reverie / Blow Gabriel Blow,jazz; pop; big band,40.7433,-74.0324
1943,Frank Sinatra,Night and Day / The Song Is You,pop,40.7433,-74.0324
1943,Frank Sinatra,You'll Never Know / Close to You,pop; ballad,40.7433,-74.0324
1943,Bea Wain,"Put Your Arms Around Me, Honey / Comin’ In on a Wing and a Prayer / Blue Skies",jazz; pop; swing,40.8467,-73.8786
1943,Frank Sinatra,Night and Day / The Lamplighter's Serenade,pop,40.7433,-74.0324
1943,Frank Sinatra,"People Will Say We're in Love / Oh, What a Beautiful Mornin'",jazz; pop; ballad,40.7433,-74.0324
1943,Frank Sinatra,"Sunday, Monday or Always / If You Please",jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,All of Me / I Went Down to Virginia,pop,40.7433,-74.0324
1948,Frank Sinatra,My Cousin Louella / But Beautiful,pop,40.7433,-74.0324
1947,Frank Sinatra,Ain'Tcha Ever Comin' Back / I Have but One Heart (O Marenariello),pop,40.7433,-74.0324
1947,Frank Sinatra,These Foolish Things / A Ghost of a Chance,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Poinciana / I’m Sorry I Made You Cry,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Embraceable You / Someone to Watch Over Me,pop,40.7433,-74.0324
1947,Frank Sinatra,I've Got a Crush on You / Ever Homeward,pop,40.7433,-74.0324
1948,Frank Sinatra,My Melancholy Baby / Kiss Me Again,jazz; pop; swing,40.7433,-74.0324
1948,Frank Sinatra,It Only Happens When I Dance With You / A Fella With an Umbrella,jazz; swing,40.7433,-74.0324
1947,Frank Sinatra,For Every Man There's a Woman / I'll Make Up for Ev'rything,jazz; pop; big band,40.7433,-74.0324
1948,Frank Sinatra,Nature Boy / S’posin’,pop,40.7433,-74.0324
1948,Frank Sinatra,But Beautiful / If I Only Had a Match,jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,Silent Night / Adeste fidelis / O Little Town of Bethlehem / It Came Upon the Midnight Clear / Jingle Bells / Santa Claus Is Coming to Town,jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,But None Like You / We Just Couldn't Say Good-Bye,pop,40.7433,-74.0324
1948,Frank Sinatra,These Foolish Things (Remind Me of You) / Why Shouldn't I?,pop,40.7433,-74.0324
1944,Frank Sinatra,It’s Funny to Everyone but Me / Don’t Take Your Love From Me,big band; swing; jazz; pop,40.7433,-74.0324
1944,Frank Sinatra,All or Nothing at All / Ciribiribin,jazz,40.7433,-74.0324
1944,Frank Sinatra,I Couldn't Sleep a Wink Last Night / A Lovely Way to Spend an Evening,pop; ballad,40.7433,-74.0324
1944,Frank Sinatra,Nancy / Happiness Is Jes’ a Thing Called Joe,jazz; pop; big band,40.7433,-74.0324
1944,Bing Crosby,Amor / It Could Happen to You / Some Other Time / Come Out Wherever You Are,pop,47.2455,-122.4383
1944,Frank Sinatra,"You'll Never Know / Sunday, Monday or Always",pop,40.7433,-74.0324
1944,Frank Sinatra,The Music Stopped / I Couldn’t Sleep a Wink Last Night / The Way You Look Tonight,pop,40.7433,-74.0324
1944,Frank Sinatra,I Fall in Love Too Easily / I Begged Her,jazz; swing,40.7433,-74.0324
1944,Frank Sinatra,I’ll Be Around / You’ve Got a Hold on Me / A Lovely Way to Spend an Evening / She’s Funny That Way,pop,40.7433,-74.0324
1944,Frank Sinatra,"Speak Low, Speak Love / Close to You / The Whiffenpoof Song",pop,40.7433,-74.0324
1949,Frank Sinatra,If You Stub Your Toe on the Moon / When Is Sometime?,musical; jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,Christmas Dreaming / It All Came True,jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,I Have but One Heart / It's All Up to You,jazz; pop,40.7433,-74.0324
1948,Frank Sinatra,Just for Now / Everybody Loves Somebody,pop,40.7433,-74.0324
1949,Frank Sinatra,Comme ci comme ca / While the Angelus Was Ringing (Les trois cloches),pop,40.7433,-74.0324
1944,Bing Crosby,"Darling, je vous aime beaucoup / By the Light of the Silvery Moon / My Shining Hour / Long Ago and Far Away",jazz; pop,47.2455,-122.4383
1945,Frank Sinatra,If You Are but a Dream / Kiss Me Again,pop,40.7433,-74.0324
1944,Frank Sinatra,Put Your Dreams Away for Another Day / And Then You Kissed Me / I’ll Be Seeing You / Someone to Love,pop,40.7433,-74.0324
1947,Frank Sinatra,Senorita / If I Steal a Kiss,jazz; pop,40.7433,-74.0324
1949,Frank Sinatra,Could 'Ja? / That Lucky Old Sun,pop,40.7433,-74.0324
1949,Frank Sinatra,Some Enchanted Evening / Bali Ha'i,pop,40.7433,-74.0324
1949,Frank Sinatra,Why Can't You Behave / No Orchids for My Lady,pop,40.7433,-74.0324
1949,Frank Sinatra,"(Don't Cry Joe) Let Her Go, Let Her Go, Let Her Go / The Wedding of Lilli Marlene",pop,40.7433,-74.0324
1949,Frank Sinatra,The Right Girl for Me / Night After Night,pop,40.7433,-74.0324
1945,Frank Sinatra,What Makes the Sunset? / I Begged Her,pop; ballad,40.7433,-74.0324
1945,Frank Sinatra,I Fall in Love Too Easily / The Charm of You,jazz; pop; ballad,40.7433,-74.0324
1945,Frank Sinatra,Mighty Lak' a Rose / White Christmas,jazz,40.7433,-74.0324
1945,Frank Sinatra,A Friend of Yours / Nancy (with the Laughing Face),jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,"Brahms’ Lullaby / I’ll Follow My Secret Heart / Good‐Night Sweetheart / Shine On, Harvest Moon",jazz; pop; big band,40.7433,-74.0324
1945,Frank Sinatra,From the Bottom of My Heart / Here Comes the Night,easy listening; jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,When Your Lover Has Gone / Falling in Love With Love / Baby Won’t You Please Come Home,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Lily Belle / Don't Forget Tonight Tomorrow,pop,40.7433,-74.0324
1945,Frank Sinatra,Put Your Dreams Away / If You Are but a Dream,pop,40.7433,-74.0324
1949,Frank Sinatra,Once in Love With Amy / Sunflower,pop,40.7433,-74.0324
1949,Frank Sinatra,S'posin' / Mean to Me,jazz; pop,40.7433,-74.0324
1949,Frank Sinatra,The Huckle Buck / It Happens Every Spring,pop,40.7433,-74.0324
1949,Frank Sinatra,Mad About You / On the Island of Stromboli,jazz; pop,40.7433,-74.0324
1949,Frank Sinatra,Sure Thing / Sunshine Cake,pop,40.7433,-74.0324
1949,Frank Sinatra,Sunflower / If You Stub Your Toe on the Moon,pop,40.7433,-74.0324
1949,Frank Sinatra,Where Is the One / Bop! Goes My Heart,pop,40.7433,-74.0324
1949,Frank Sinatra,But Beautiful / I Went Down to Virginia,jazz; pop,40.7433,-74.0324
1949,Frank Sinatra,Nature Boy / Why Was I Born,pop,40.7433,-74.0324
1945,Frank Sinatra,Let Me Love You Tonight / Just Close Your Eyes / My Blue Heaven / When I Marry I’ll Marry for Love,jazz; pop; big band,40.7433,-74.0324
1945,Frank Sinatra,There's No You / Cradle Song,pop,40.7433,-74.0324
1945,Frank Sinatra,Ol’ Man River / Jimmy’s Blues / Take Me Back Baby,jazz; pop; blues,40.7433,-74.0324
1945,Frank Sinatra,You'll Never Walk Alone / If I Loved You,jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,My Shawl / Stars in Your Eyes,easy listening; latin; latin jazz; jazz; bolero; pop,40.7433,-74.0324
1946,Frank Sinatra,You Go to My Head / These Foolish Things,pop,40.7433,-74.0324
1945,Frank Sinatra,There’s No You / Someone to Watch Over Me / Carry Me Back to Old Virginia,jazz,40.7433,-74.0324
1946,Frank Sinatra,All Through the Day / Two Hearts Are Better Than One,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,This Is the Night / Hush-a-Bye Island,jazz,40.7433,-74.0324
1946,Frank Sinatra,I Don't Know Why (I Just Do) / I Only Have Eyes for You,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Full Moon and Empty Arms / You Are Too Beautiful,jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,Day by Day / You Are Too Beautiful,jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,You’ll Never Walk Alone / The Charm of You / Bakery Blues,jazz; pop; swing,40.7433,-74.0324
1945,Frank Sinatra,"The House I Live In / America, the Beautiful",pop,40.7433,-74.0324
1946,Frank Sinatra,One Love / Somewhere in the Night,pop,40.7433,-74.0324
1945,Frank Sinatra,Homesick - That's All / A Friend of Yours,big band; swing; jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,When Your Lover Has Gone / She's Funny That Way,jazz; pop,40.7433,-74.0324
1945,Frank Sinatra,None but the Lonely Heart / There’ll Be a Jubilee,jazz,40.7433,-74.0324
1946,Frank Sinatra,From This Day Forward / Something Old Something New,pop,40.7433,-74.0324
1945,Frank Sinatra,Jungle Drums / Casey Jones / Stars in Your Eyes / My Shawl,pop,40.7433,-74.0324
1945,Frank Sinatra,If You Are but a Dream / Saturday Night / I Didn’t Know About You / Tumbling Tumbleweeds,jazz,40.7433,-74.0324
1946,Frank Sinatra,Someone to Watch Over Me / Paradise,jazz; swing,40.7433,-74.0324
1945,Mildred Bailey,Sometimes I Feel Like a Motherless Child / Lamplighter’s Serenade / The Sunshine of Your Smile,jazz; pop; big band,47.2234,-117.0709
1945,Frank Sinatra,When Your Lover Has Gone / I Should Care,pop,40.7433,-74.0324
1946,Frank Sinatra,"Silent Night, Holy Night / Adeste Fideles",pop,40.7433,-74.0324
1946,Frank Sinatra,I Dream of You / Someone to Watch Over Me,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Begin the Beguine / Where Is My Bess?,pop,40.7433,-74.0324
1946,Frank Sinatra,The Things We Did Last Summer / The Coffee Song,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Among My Souvenirs / September Song,pop; ballad,40.7433,-74.0324
1946,Frank Sinatra,Jingle Bells / White Christmas,pop,40.7433,-74.0324
1946,Frank Sinatra,They Say It's Wonderful / The Girl That I Marry,jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,I’ll Never Smile Again / Without a Song / Two Sleepy People,jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,The Song Is You / Remember Me / The Outlaw,jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,"Bewitched / The Girl That I Marry / Something Old, Something New",jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,I Have but One Heart / Lover Come Back to Me / Great Day,jazz; pop; big band,40.7433,-74.0324
1947,Frank Sinatra,One Love / Poinciana,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Homesick - That's All / There's No You,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Put Your Dreams Away / My Shawl,pop,40.7433,-74.0324
1946,Frank Sinatra,Why Shouldn't I? / Lily Belle,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Piece for English Horn / Piece for Bassoon,jazz; classical,40.7433,-74.0324
1947,Frank Sinatra,Christmas Dreaming / The Stars Will Remember,jazz; pop; big band,40.7433,-74.0324
1946,Frank Sinatra,Begin the Beguine / Five Minutes More,pop,40.7433,-74.0324
1946,Frank Sinatra,Saturday Night / If You Are but a Dream,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Ciribiribin / Symphonie,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Soliloquy,jazz; pop,40.7433,-74.0324
1946,Bing Crosby,There’s a Small Hotel / Come Rain or Come Shine / You Go to My Head,big band; ballad; jazz; pop,47.2455,-122.4383
1946,Frank Sinatra,They Say It’s Wonderful / You Are Too Beautiful / I Got Lost in His Arms / It’s a Woman’s Prerogative,jazz; pop; big band,40.7433,-74.0324
1947,Frank Sinatra,The Dum Dot Song / It All Came True,pop,40.7433,-74.0324
1946,Herb Jeffries,I Don’t Stand a Ghost of a Chance With You / Jump for Joy / Someone to Watch Over Me / I Don’t Know Why I Just Do,jazz; pop; big band,42.3316,-83.0466
1946,Frank Sinatra,Slow Dance / Contrapuntal Variations,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,What'll I Do / My Cousin Louella,pop,40.7433,-74.0324
1947,Frank Sinatra,Somewhere in the Night / The Things We Did Last Summer,pop,40.7433,-74.0324
1946,Frank Sinatra,Dream / A Friend of Yours,jazz; pop,40.7433,-74.0324
1946,Dick Haymes,"Silent Night / O Come All Ye Faithful / Oh, Little Town of Bethlehem / Joy to the World / White Christmas",jazz; pop; big band,-34.6096,-58.3888
1946,Frank Sinatra,Stars in Your Eyes / I Should Care,jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Mighty Lak' a Rose / Cradle Song,jazz; pop,40.7433,-74.0324
1940,Hank Penny,Won't You Ride In My Little Red Wagon / Cowboy's Swing,western swing; cowboy; hillbilly,33.5207,-86.8024
1947,Frank Sinatra,Time After Time / It's the Same Old Dream,jazz; pop; big band,40.7433,-74.0324
1947,Frank Sinatra,Mam'selle / Stella by Starlight,jazz; pop; ballad,40.7433,-74.0324
1947,Frank Sinatra,The Moon Was Yellow and the Night Was Young / Always,jazz; big band; swing,40.7433,-74.0324
1947,Frank Sinatra,Oh! What It Seemed to Be / Homesick That's All,easy listening; swing; jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Begin the Beguine / All Through the Day,easy listening; swing; jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,It's the Same Old Dream / The Brooklyn Bridge,easy listening; big band; jazz; pop,40.7433,-74.0324
1946,Frank Sinatra,Sweet Lorraine / Nat Meets June,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Christmas Dreaming / I'll Make Up for Everything,pop,40.7433,-74.0324
1947,Frank Sinatra,I Want to Thank Your Folks / Why Shouldn't It Happen to Us,jazz; pop; ballad,40.7433,-74.0324
1947,Frank Sinatra,Jesus Is a Rock in the Weary Land / I've Got a Home in That Rock,pop; gospel,40.7433,-74.0324
1947,Frank Sinatra,Five Minutes More / Try a Little Tenderness,jazz; pop; swing,40.7433,-74.0324
1947,Frank Sinatra,So Far / A Fellow Needs a Girl,musical; pop,40.7433,-74.0324
1947,Dinah Shore,Tea for Two / My Romance,jazz; pop,35.186,-86.1118
1947,Frank Sinatra,That's How Much I Love You / I Got a Gal I Love,pop,40.7433,-74.0324
1947,Frank Sinatra,Falling in Love With Love / I Gotta a Gal I Love,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,There's No Business Like Show Business / Mam'selle,pop; ballad,40.7433,-74.0324
1947,Frank Sinatra,"Silent Night, Holy Night / White Christmas",pop; vocal,40.7433,-74.0324
1947,Frank Sinatra,Almost Like Being in Love / There but for You Go I,pop,40.7433,-74.0324
1947,Frank Sinatra,A Little Learnin' Is a Dang'rous Thing,pop,40.7433,-74.0324
1944,Richard Wagner,A Wagner Concert,classical,51.3406,12.3747
1944,Glenn Miller,Everybody Loves My Baby (But My Baby Don’t Love Nobody but Me) / Stompin’ at the Savoy / Stealin’ Apples,jazz; big band; swing,40.739,-95.0371
1943,Dinah Shore,It Ain’t Necessarily So / Home on the Range / Take Me Back to My Boots and Saddle,jazz; pop,35.186,-86.1118
1943,Ginny Simms,St. Louis Blues / I Don’t Want Anybody at All / It Can’t Be Wrong,pop,29.4246,-98.4951
1943,Al Dexter,Pistol Packin’ Mama / The Honey Song,country; pop,31.9638,-95.2705
1943,Hazel Scott,People Will Say We’re in Love / Honeysuckle Rose,jazz,10.6573,-61.518
1943,Gene Autry,"You’ll Be Sorry / Goodbye, Little Darlin’, Goodbye",country,33.4678,-96.9152
1943,The Golden Gate Quartet,Julius Caesar / Summer Rain / The Gospel Train / The Preacher and the Bear,gospel,36.8494,-76.29
1944,Billie Holiday,I Love My Man / My Man / When You’re Smiling,jazz; pop; big band,39.9527,-75.1635
1943,Rudy Vallée,Medley of Songs by Jerome Kern,jazz; pop,44.8154,-71.8862
1943,Janssen Symphony of Los Angeles,Symphonie moderne,classical,34.0537,-118.2428
1943,The Count Basie Orchestra,I’ve Got Rhythm / G. I. Stomp / Dance of the Gremlins,jazz; big band; swing,39.1001,-94.5781
1943,Fats Waller,Ain’t Misbehaving / Two Sleepy People / Slightly Less Than Wonderful / There’s A Gal In My Life,jazz,40.7127,-74.006
1944,The Count Basie Orchestra,Beaver Junction / Kansas City Stride,jazz; big band,39.1001,-94.5781
1943,John McCormack,"Adeste fidelis / Oh, Holy Night / The First Noel",pop,53.4228,-7.9426
1943,Arturo Toscanini,Dance of the Hours,classical,44.8015,10.328
1944,The Benny Goodman Trio,Poor Butterfly / The World Is Waiting for the Sunrise / I Get the Blues When It Rains,big band; swing; jazz; pop; blues,41.8756,-87.6244
1943,Richard Dyer-Bennet,"Venezuela / The Keeper of the Eddistone Light / Foggy, Foggy Dew",ballad,52.6362,-1.1332
1943,Boston Pops Orchestra,Jalousie / Washington Post March / El capitan,pop; blues,42.3588,-71.0578
1943,Paul Robeson,Head Like a Rock / Lindy Lou / Deep River / I’m Goin’ to Tell God All My Troubles,pop; blues,40.3497,-74.6597
1943,Dorothy Kirsten,My Hero / One Alone,pop,40.8164,-74.2211
1943,Nelson Eddy,Lover Come Back to Me / Stout Hearted Men,pop,41.824,-71.4128
1943,Hazel Scott,Body and Soul / “C” Jam Blues,jazz; blues,10.6573,-61.518
1943,Glenn Miller,Stardust / St. Louis Blues March,jazz; big band,40.739,-95.0371
1944,Glenn Miller,Stormy Weather,jazz; big band,40.739,-95.0371
1943,Doctor Clayton,On the Killin’ Floor / My Own Blues / Pearl Harbor Blues,blues,32.3294,-83.1137
1943,Kate Smith,Three Little Words / In a Friendly Little Harbor,big band; swing; jazz; pop,37.1232,-78.4928
1943,Arturo Toscanini,Quartette From Rigoletto / O Don Fatale ‐ Don Carlos,opera; classical,44.8015,10.328
1943,Will Glahé,Beer Barrel Polka / Hot Pretzels / Poker Party Polka / Jinny Lind Polka,polka,51.264,7.178
1943,Dorothy Kirsten,Ah! Sweet Mystery of Life / Wanting You,pop,40.8164,-74.2211
1943,Pete Johnson,Cuttin’ the Boogie / Foot Pedal Boogie / Boogie Woogie Man / Pine Creek Boogie,boogie-woogie; blues,39.1001,-94.5781
1943,Fats Waller,This Is So Nice It Must Be Illegal / Martinique / Waller Jive / Hallelujah,jazz; pop,40.7127,-74.006
1943,Texas Jim Robertson,Red River Valley / Ridin’ Old Paint / In Texas for the Round‐Up in the Spring,country,31.2639,-98.5456
1944,Eugene Ormandy,Spirit of Vienna / Voices of Spring,classical,47.4814,19.1461
1944,Arturo Toscanini,Zampa Overture,classical,44.8015,10.328
1944,Earl Robinson,The House I Live In / A Man’s a Man for A’ That,pop; ballad,47.6038,-122.3301
1944,Marian Anderson,Let Us Break Bread Together / Sometimes I Feel Like a Motherless Child / Ave Maria,pop,39.9527,-75.1635
1944,Allan Jones,Donkey Serenade / Give Me One Hour,classical,41.3712,-75.7349
1944,Benny Goodman,Henderson Stomp / Limehouse Blues / Dinah,big band; swing; jazz; pop,41.8756,-87.6244
1944,Boston Symphony Orchestra,Rákóczy March / Rosamunde,classical,42.3588,-71.0578
1944,Danny Kaye,Mairzy Doats / “Deenah” / The Fairy Pipers,pop,40.6526,-73.9497
1944,Fats Waller,That Ain’t Right / Doll House Boogie,jazz,40.7127,-74.006
1944,Nelson Eddy,Trees / Smilin’ Through / Goin’ Home,pop,41.824,-71.4128
1944,Ray McKinley,Scrub Me Mama With a Boogie Beat / Relaxin’ at the Touro / Dipper Mouth Blues,boogie-woogie; big band; swing; jazz; blues,32.7532,-97.3327
1944,The Count Basie Orchestra,Outskirts of Town / I’ve Found a New Baby / Yeah Man / Rhythm Man,jazz; big band,39.1001,-94.5781
1944,Dinah Shore,Don’t Believe Everything You Dream / They Just Chopped Down the Old Apple Tree / Where or When / If I Could Be With You / Don’t Cry,big band; swing; jazz; pop,35.186,-86.1118
1944,Efrem Kurtz,Excerpts From Gaîté Parisienne,classical,59.9607,30.1587
1947,Frank Sinatra,Paradise / You Go to My Head,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,You Can Take My Word for It Baby / That's How Much I Love You,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,You’ll Know When It Happens / Why Shouldn’t It Happen to Us,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,The Brooklyn Bridge / Lost in the Stars,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Can't You Just See Yourself / You're My Girl,pop,40.7433,-74.0324
1947,Frank Sinatra,I Want to Thank Your Folks / Mam'selle,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,I Want to Thank Your Folks / You Can Take My Word for It Baby / The One I Love Belongs to Somebody Else / Swanee,jazz; pop; big band,40.7433,-74.0324
1947,Frank Sinatra,The Coffee Song / My Love for You,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,How Deep Is the Ocean / Home on the Range,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,The Dum Dot Song / It's the Same Old Dream,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Show Business / Stella by Starlight,jazz; pop,40.7433,-74.0324
1947,Frank Sinatra,Something Old Something New / I Fall in Love With You Ev’ry Day,jazz; pop,40.7433,-74.0324
1947,Bea Wain,You Made Me Love You / That Old Black Magic / Begin the Beguine,big band; ballad; jazz; pop,40.8467,-73.8786
